tenure,MonthlyCharges,TotalCharges,SeniorCitizen,Partner,Dependents,Contract,InternetService,PaymentMethod,PaperlessBilling,Churn
20,117.03744295788626,2303.3616575908927,0,1,1,Two year,Fiber optic,Mailed check,1,0
34,37.21727332144489,1295.9155067062413,0,1,0,Two year,Fiber optic,Bank transfer (automatic),0,0
4,26.67477678039741,102.62846977600607,0,1,0,Month-to-month,No,Credit card (automatic),1,0
59,51.70027913372585,3093.1578693695456,1,1,1,Month-to-month,No,Electronic check,0,1
45,30.90041750232589,1364.8313389264365,0,0,0,Month-to-month,No,Electronic check,0,0
49,70.31301129062243,3502.939419213746,0,1,0,Month-to-month,Fiber optic,Bank transfer (automatic),0,1
47,81.30289054077426,3833.5373591272773,0,0,0,Two year,Fiber optic,Credit card (automatic),1,0
5,75.82886151734037,392.7181867832807,0,1,0,Month-to-month,Fiber optic,Mailed check,1,0
55,43.924013539027015,2423.3184890249677,0,1,0,Month-to-month,Fiber optic,Electronic check,0,0
58,108.88240309687968,6276.921573603465,1,1,0,One year,DSL,Electronic check,0,0
28,20.117236373537846,560.4230907170185,0,0,0,Month-to-month,Fiber optic,Credit card (automatic),0,1
70,52.80133537634929,3710.7815222221193,0,0,1,Month-to-month,DSL,Electronic check,1,1
17,89.8992475398061,1458.2544777445582,0,0,1,Month-to-month,No,Electronic check,0,0
1,94.69289263491595,98.67260527309197,0,1,1,One year,DSL,Electronic check,1,0
7,59.61185444318599,478.0268770272287,0,1,0,Month-to-month,No,Bank transfer (automatic),0,0
53,19.69098132563671,1065.3129169272518,0,0,0,Month-to-month,Fiber optic,Electronic check,0,0
37,79.80436791237373,3021.126120246293,0,0,1,Month-to-month,Fiber optic,Electronic check,1,0
47,24.30946811832157,1162.9313677264056,0,1,1,One year,DSL,Bank transfer (automatic),0,0
26,28.78557761535145,703.5434731207694,0,1,0,Month-to-month,Fiber optic,Mailed check,1,0
19,83.025071964619,1617.0143553696407,0,1,0,Month-to-month,DSL,Electronic check,0,0
11,49.24883261428548,484.6858528420046,0,0,0,Month-to-month,Fiber optic,Bank transfer (automatic),1,1
42,52.80301527082529,2207.3047818882546,0,0,0,One year,DSL,Bank transfer (automatic),0,0
60,66.68070769832434,3987.042644033599,0,1,0,Month-to-month,Fiber optic,Mailed check,1,1
30,115.85783948593739,3441.821264787825,1,1,1,One year,No,Credit card (automatic),1,0
60,114.54422207387104,6991.601685524981,0,1,0,Month-to-month,Fiber optic,Electronic check,1,0
66,59.62609993600751,3931.690330374241,1,0,0,One year,DSL,Electronic check,1,0
34,44.54992172182822,1605.2004240691263,0,1,1,One year,Fiber optic,Mailed check,0,0
14,48.25921526641157,692.8085377554119,1,0,0,Two year,No,Bank transfer (automatic),1,0
15,44.87812981616041,632.1258567060696,1,0,1,Month-to-month,Fiber optic,Credit card (automatic),1,1
12,71.22458071417807,834.2155803749567,0,0,0,Month-to-month,DSL,Bank transfer (automatic),0,0
34,78.68598078009285,2673.3992801324894,0,1,1,Two year,DSL,Bank transfer (automatic),0,0
58,66.8779388229666,3861.830035453333,0,1,0,One year,Fiber optic,Mailed check,0,0
20,58.79943622481523,1162.2911134267904,0,0,1,Two year,DSL,Mailed check,1,0
53,39.12850375699378,2102.497897146732,0,0,0,Month-to-month,Fiber optic,Credit card (automatic),0,1
29,66.25055913821134,1939.534717729829,0,1,0,One year,Fiber optic,Bank transfer (automatic),1,0
47,52.110271380245806,2483.6824410080894,0,0,0,Month-to-month,DSL,Electronic check,1,1
34,72.1595462798343,2529.7588023906587,0,1,0,One year,Fiber optic,Electronic check,1,0
37,85.5189415511624,3140.626545753987,1,1,0,Two year,No,Bank transfer (automatic),1,0
30,81.33121744366106,2495.631152536233,1,1,1,Month-to-month,Fiber optic,Electronic check,0,1
23,64.24902104055934,1547.4075803975843,0,1,0,One year,DSL,Bank transfer (automatic),1,0
48,73.6052424279961,3597.7466762206755,0,0,0,Month-to-month,Fiber optic,Bank transfer (automatic),0,0
31,46.485613096075966,1353.0574654579966,0,1,0,Month-to-month,DSL,Credit card (automatic),1,0
54,20.42402590223897,1192.781725244048,0,0,1,Month-to-month,No,Electronic check,1,0
57,80.50194541681041,4556.790939705421,0,0,0,Month-to-month,No,Credit card (automatic),1,0
2,43.256855913768696,0.0,0,0,1,Month-to-month,No,Electronic check,1,1
68,84.89537100682745,5861.540733003567,0,1,0,Month-to-month,Fiber optic,Mailed check,0,0
9,92.70084995969593,859.9778680459611,0,1,0,Month-to-month,Fiber optic,Credit card (automatic),1,0
24,109.59277461037811,2657.961837274276,0,0,0,Month-to-month,No,Electronic check,1,1
67,113.8122795479613,7608.819111917807,0,1,1,One year,DSL,Electronic check,1,0
60,19.052604630970144,1152.2611734830575,0,1,0,Month-to-month,DSL,Electronic check,1,0
28,117.03742093546374,3270.081960150663,1,1,1,Month-to-month,Fiber optic,Electronic check,1,1
18,86.30183184941609,1522.22283274801,0,1,0,Month-to-month,No,Bank transfer (automatic),1,0
42,82.35241603741892,3459.951015941631,0,1,0,Two year,Fiber optic,Credit card (automatic),1,0
65,19.521309519535542,1274.5420291347002,0,0,1,Month-to-month,Fiber optic,Electronic check,1,0
60,104.12334118867375,6181.318770890589,0,1,0,Two year,Fiber optic,Bank transfer (automatic),1,0
42,32.549144724782636,1369.8456847151763,1,1,0,Month-to-month,Fiber optic,Credit card (automatic),1,1
24,101.7330153933041,2352.2161258459378,0,0,1,Month-to-month,DSL,Bank transfer (automatic),0,0
19,19.5562546258716,467.5864079974152,1,1,0,Month-to-month,Fiber optic,Mailed check,0,0
47,82.59642624991614,3876.9029657340147,1,0,0,Month-to-month,Fiber optic,Credit card (automatic),1,0
23,61.48015337698278,1360.4687584040148,1,0,0,Month-to-month,Fiber optic,Bank transfer (automatic),1,0
10,38.07667290593351,406.42763909381557,0,1,1,Month-to-month,Fiber optic,Credit card (automatic),0,0
54,28.756139177043412,1515.4965462532448,0,0,1,One year,Fiber optic,Electronic check,1,0
27,62.01276965463264,1672.8819138679462,0,0,0,Month-to-month,No,Mailed check,1,0
68,30.330580532142477,2085.254533740281,0,1,0,One year,Fiber optic,Mailed check,1,0
62,66.64466116910475,4081.134453324363,0,0,0,Two year,Fiber optic,Mailed check,0,0
58,80.52170586528523,4767.744406458401,0,1,1,One year,No,Bank transfer (automatic),0,0
4,100.73841936073582,505.19940088205226,0,0,0,Month-to-month,No,Bank transfer (automatic),1,1
50,85.86494371828667,4266.97451960241,1,1,1,Month-to-month,Fiber optic,Bank transfer (automatic),0,0
20,24.519976670615044,434.23322437206355,0,0,0,Month-to-month,DSL,Mailed check,0,1
11,48.743253254783724,509.675377697749,0,1,0,One year,DSL,Credit card (automatic),1,0
49,46.79786079325004,2269.2674746844527,0,1,0,One year,DSL,Credit card (automatic),1,0
3,109.50324234710843,384.0272517394168,0,0,0,Month-to-month,DSL,Bank transfer (automatic),1,0
41,104.77820443927635,4270.27072351257,0,0,1,Month-to-month,Fiber optic,Credit card (automatic),0,1
37,55.01479183504169,1977.4642380330563,0,1,1,Month-to-month,No,Bank transfer (automatic),1,0
24,25.11552558825811,607.8512893968075,0,0,0,Two year,Fiber optic,Credit card (automatic),0,0
13,107.41073178047334,1321.7968335287474,0,0,0,Month-to-month,DSL,Credit card (automatic),0,1
31,106.81899529641872,3364.7886075166493,0,0,1,Two year,DSL,Mailed check,1,0
10,103.47461320307251,1064.7457661290116,0,1,0,Two year,Fiber optic,Credit card (automatic),1,0
60,102.50816377355017,6120.4953463213105,0,1,0,Two year,Fiber optic,Mailed check,0,0
17,66.02540010861547,1097.8957455726802,0,1,0,Month-to-month,No,Electronic check,0,1
26,35.743165224959824,941.7590495525658,0,0,1,Month-to-month,No,Credit card (automatic),0,0
54,65.74880504624278,3495.2831501232927,0,0,0,Month-to-month,No,Credit card (automatic),1,0
53,67.45977706694649,3535.9733992642714,1,0,1,Two year,Fiber optic,Mailed check,0,1
20,66.99317532448607,1328.5928516462868,1,1,1,Month-to-month,Fiber optic,Mailed check,0,0
43,71.87725861151162,3024.7829884114726,0,1,1,One year,DSL,Mailed check,1,0
4,43.76570229911551,152.34587921067973,0,1,1,Two year,DSL,Electronic check,1,0
40,54.624118113361504,2131.3117785787967,0,1,1,Two year,DSL,Electronic check,0,0
58,61.41865919634695,3633.59219140409,1,0,0,One year,DSL,Electronic check,1,0
53,31.112120951649985,1628.7706251356574,0,0,0,Month-to-month,DSL,Mailed check,1,0
21,63.53641345615005,1286.9234798784198,0,0,0,Month-to-month,No,Electronic check,0,0
64,99.0469617069593,6372.728028816204,1,1,0,Month-to-month,Fiber optic,Credit card (automatic),1,1
63,100.80595427328763,6319.350826242207,0,0,0,Two year,No,Credit card (automatic),1,0
70,59.15637719010303,4085.8221181187387,0,0,0,Two year,No,Mailed check,0,0
3,69.88083120843535,254.01898957820333,0,1,0,Month-to-month,No,Bank transfer (automatic),1,0
64,21.365033213505665,1351.2050487577308,0,1,0,Month-to-month,No,Credit card (automatic),0,0
14,85.44325564685968,1238.2566442673271,1,0,1,One year,Fiber optic,Electronic check,1,0
21,58.4605882946863,1226.9196606383323,0,1,1,Month-to-month,Fiber optic,Bank transfer (automatic),1,0
46,62.54776830833458,2883.657281455714,0,0,1,Month-to-month,Fiber optic,Credit card (automatic),1,0
45,105.36727271797648,4769.686211792922,0,0,0,Month-to-month,No,Credit card (automatic),1,0
13,64.18344345606084,802.6433969099476,0,1,0,Two year,No,Credit card (automatic),0,0
49,20.119224622785275,945.3312781759238,0,1,0,Two year,No,Mailed check,0,0
19,40.74908908690624,834.3245329542791,0,0,0,One year,Fiber optic,Bank transfer (automatic),1,0
49,65.5620614308259,3241.486975439791,0,1,0,One year,Fiber optic,Electronic check,1,0
32,60.43962927485357,1930.6932376828233,0,1,0,Month-to-month,No,Credit card (automatic),1,0
58,104.03701372804807,6073.931841847966,0,0,0,One year,No,Electronic check,0,0
42,72.21375093061667,3059.985524529407,0,0,1,Month-to-month,Fiber optic,Mailed check,1,0
11,86.9635741915121,1003.7644594575759,0,0,1,Month-to-month,Fiber optic,Electronic check,1,1
39,64.93232970434701,2475.219131325513,0,1,0,Month-to-month,No,Bank transfer (automatic),1,0
19,61.965573405916494,1174.1369426939634,0,1,0,Month-to-month,Fiber optic,Bank transfer (automatic),1,1
37,62.62866684743513,2373.7508233546796,0,1,0,Two year,No,Electronic check,1,0
2,59.092156969383886,202.04566774061698,0,0,0,Two year,DSL,Electronic check,0,0
27,71.85833858542034,1913.3782294656833,0,1,1,One year,Fiber optic,Mailed check,1,0
55,43.04434017536037,2375.3969788853733,0,0,1,One year,Fiber optic,Bank transfer (automatic),1,0
12,107.10551938418209,1286.2330235394163,0,1,0,Month-to-month,Fiber optic,Credit card (automatic),0,1
65,51.30855480938729,3272.847001824664,0,0,0,Month-to-month,DSL,Electronic check,1,1
36,32.752383417734684,1164.7078127172479,0,1,0,One year,DSL,Bank transfer (automatic),0,0
48,27.655047859774513,1248.507663332853,0,0,0,Month-to-month,No,Mailed check,0,0
65,19.34229151201276,1248.8828678147718,0,0,1,Month-to-month,DSL,Credit card (automatic),0,0
35,60.28560785668615,2058.095331144784,1,0,1,One year,DSL,Bank transfer (automatic),1,0
53,36.76109885454247,1956.833978364859,1,0,0,Month-to-month,Fiber optic,Mailed check,1,1
25,20.164790258724793,488.6248954529584,0,1,0,Month-to-month,Fiber optic,Credit card (automatic),1,1
71,70.00195462895238,4953.848024666538,1,1,1,Month-to-month,No,Bank transfer (automatic),1,1
39,85.99785486507615,3431.5874140581145,0,1,0,Month-to-month,Fiber optic,Mailed check,1,0
42,26.575105091110437,1119.694872269321,0,1,0,One year,Fiber optic,Electronic check,0,0
21,64.09207729196596,1439.844742402329,0,1,0,One year,Fiber optic,Electronic check,0,0
19,92.36286786007467,1777.2130660022028,1,0,0,Month-to-month,No,Mailed check,1,1
7,116.58068210084251,856.8424177022017,0,1,0,Two year,DSL,Credit card (automatic),1,0
28,84.71903446425608,2328.656846578949,0,1,0,Two year,Fiber optic,Bank transfer (automatic),0,0
39,42.48395508095206,1622.1903160105737,0,0,0,Month-to-month,No,Credit card (automatic),0,0
29,89.65536397789995,2600.868749322054,1,1,0,One year,Fiber optic,Bank transfer (automatic),0,1
54,77.79294268198299,4261.47266666308,0,1,0,Month-to-month,Fiber optic,Bank transfer (automatic),1,0
15,39.179928858154774,569.551231814625,0,1,1,One year,DSL,Credit card (automatic),1,0
45,103.11108258475547,4568.426101752543,0,0,0,Two year,Fiber optic,Electronic check,0,0
61,60.740442722760086,3725.0665240157205,0,0,1,Month-to-month,DSL,Electronic check,1,0
6,114.19776547341259,688.3855083544801,1,1,0,One year,DSL,Bank transfer (automatic),1,0
44,90.2901007447778,3945.2139289033644,0,0,0,Two year,Fiber optic,Electronic check,0,0
58,82.45631546318221,4763.813107516378,1,1,1,Month-to-month,No,Electronic check,1,1
55,90.83528374765619,4952.386922576328,0,0,0,Month-to-month,DSL,Electronic check,1,0
47,65.80970188182215,3139.25132600878,0,0,0,Month-to-month,DSL,Credit card (automatic),0,0
26,68.5226477801674,1782.7550471339189,0,1,0,Month-to-month,DSL,Mailed check,0,1
52,103.12073854447439,5374.302273807248,0,0,0,Month-to-month,No,Mailed check,1,0
34,86.09285366435029,2897.3356999775374,0,1,1,Month-to-month,Fiber optic,Electronic check,0,0
50,107.72433251916418,5453.0279884394395,0,0,0,Month-to-month,Fiber optic,Electronic check,1,0
36,107.08267535742685,3866.016147214602,0,1,0,Month-to-month,No,Credit card (automatic),0,1
56,115.64900340442492,6369.2874048493,0,0,0,One year,DSL,Electronic check,1,0
7,88.02146588453341,639.149340932089,0,1,0,Two year,Fiber optic,Bank transfer (automatic),0,0
19,68.23017176617421,1283.1572289738444,0,1,1,Two year,DSL,Mailed check,0,0
52,34.631170020908236,1792.623586682371,0,1,0,Month-to-month,DSL,Bank transfer (automatic),0,0
11,88.53805596474173,1023.6031632168067,0,1,0,One year,DSL,Credit card (automatic),1,0
48,47.157771675993075,2268.0016213383924,0,0,0,Two year,Fiber optic,Electronic check,0,1
16,46.29475680373312,826.3332251086138,0,1,0,Two year,Fiber optic,Credit card (automatic),1,1
63,41.828777644806806,2640.492648530381,0,0,0,Two year,DSL,Credit card (automatic),1,0
41,105.51220573514502,4302.669584592985,0,0,0,One year,DSL,Electronic check,1,0
28,104.79644466821583,2843.6360533288243,1,1,0,Month-to-month,DSL,Bank transfer (automatic),1,0
18,81.09704448700582,1423.853303368512,0,1,1,Month-to-month,DSL,Credit card (automatic),1,0
10,65.2980981370736,636.8687253222779,0,1,1,Month-to-month,DSL,Electronic check,1,1
49,85.21144600987991,4248.675263101077,0,1,0,Month-to-month,DSL,Mailed check,1,0
70,78.72294502983907,5487.57843555309,0,0,0,Two year,No,Mailed check,0,0
57,59.57342483233874,3477.785815125346,0,1,0,Month-to-month,Fiber optic,Electronic check,1,0
33,55.963086748563434,1789.3663601341389,0,1,0,Two year,Fiber optic,Mailed check,0,0
19,56.27943081453502,1030.6857841451917,0,1,1,One year,No,Credit card (automatic),0,0
49,76.91334031560382,3825.102524832077,0,1,1,Month-to-month,Fiber optic,Electronic check,0,0
9,82.76693561208259,715.146319458383,0,0,0,Month-to-month,Fiber optic,Electronic check,1,1
31,63.1741753515442,2013.3608681825583,0,0,0,Month-to-month,Fiber optic,Credit card (automatic),0,1
51,114.8691450213043,5817.011320232048,0,0,0,One year,Fiber optic,Credit card (automatic),1,0
14,26.384571800448104,333.0794972983148,1,1,0,Two year,No,Electronic check,1,1
2,52.704702595377704,137.50185188860377,0,0,0,Two year,DSL,Mailed check,1,0
36,59.9074683125441,2116.053791817461,0,1,0,Month-to-month,DSL,Bank transfer (automatic),0,0
39,19.692134346494313,754.2730222340223,1,0,0,Month-to-month,DSL,Mailed check,1,0
71,54.49571876682251,3888.934963728873,0,1,0,Month-to-month,No,Mailed check,0,0
39,45.370991717284255,1756.8383905162184,0,0,0,Month-to-month,Fiber optic,Bank transfer (automatic),1,1
55,68.60362702274807,3745.0705661186544,0,1,0,Two year,No,Credit card (automatic),0,0
22,51.64105471832693,1075.741808504226,1,1,1,Month-to-month,Fiber optic,Mailed check,0,0
10,90.61821349464613,978.6485653440454,0,0,1,Month-to-month,Fiber optic,Electronic check,0,0
63,68.99324954076485,4428.38033315895,0,1,1,Month-to-month,Fiber optic,Mailed check,0,1
7,30.976223349626437,233.30034659098965,1,0,0,Month-to-month,Fiber optic,Credit card (automatic),0,1
55,93.00613241443472,5103.731425346589,0,0,0,One year,Fiber optic,Electronic check,1,0
59,27.92288960826766,1638.5918989364018,0,0,0,Month-to-month,Fiber optic,Credit card (automatic),0,0
9,101.90491680793573,958.7538966782315,0,1,1,Month-to-month,Fiber optic,Electronic check,1,1
38,111.14221940862194,4274.993438809831,0,0,0,One year,DSL,Credit card (automatic),1,0
27,50.24452901848539,1329.594640756488,1,1,0,Month-to-month,Fiber optic,Mailed check,0,1
48,110.61426332629308,5363.215048348729,0,1,0,One year,Fiber optic,Credit card (automatic),0,0
35,97.30081591225382,3436.283006136352,1,0,1,Two year,No,Bank transfer (automatic),0,0
12,110.243561100377,1375.7839202929547,1,0,1,One year,No,Mailed check,0,0
35,84.62701369208477,2881.8566319692486,0,1,0,Month-to-month,Fiber optic,Credit card (automatic),1,0
25,41.564403942142185,1018.149925046106,0,1,1,One year,DSL,Mailed check,1,0
3,107.45232369109726,313.71190022838795,0,0,0,Two year,No,Credit card (automatic),0,0
63,36.42650761707437,2271.4222950550943,0,1,0,Month-to-month,DSL,Credit card (automatic),1,0
37,39.30605510175355,1550.1901884717518,0,1,1,One year,Fiber optic,Mailed check,0,0
21,45.106299014036374,926.7388974389206,1,1,0,Month-to-month,DSL,Electronic check,0,0
1,48.42463114865846,71.84425216040486,0,0,0,Two year,Fiber optic,Electronic check,1,0
30,69.44796421310306,2091.0809221793047,1,0,1,Month-to-month,Fiber optic,Credit card (automatic),1,0
10,89.3457360434044,878.9460005527819,0,0,0,Two year,Fiber optic,Bank transfer (automatic),0,0
45,110.62081744006836,4942.504773422776,1,1,1,One year,No,Bank transfer (automatic),1,0
61,26.843758733550246,1740.2617093566264,1,0,0,Month-to-month,Fiber optic,Credit card (automatic),0,1
68,113.43693622282359,7702.618046737895,0,0,0,Month-to-month,Fiber optic,Credit card (automatic),1,1
63,110.13229670968134,6982.113921831007,1,1,0,Month-to-month,Fiber optic,Mailed check,1,0
9,23.399929218103892,210.11694631539558,0,0,1,Month-to-month,DSL,Bank transfer (automatic),0,0
39,54.03211376915627,2084.316353917937,0,0,0,Month-to-month,Fiber optic,Mailed check,0,1
23,99.31433902993365,2289.644376561229,0,0,0,Month-to-month,Fiber optic,Electronic check,1,1
43,79.15765454794011,3419.1848313935743,0,1,0,Month-to-month,Fiber optic,Mailed check,0,0
59,95.90939433817704,5635.174980047275,0,1,1,Month-to-month,Fiber optic,Credit card (automatic),1,0
61,89.90333387898875,5445.872335710064,0,0,0,Month-to-month,Fiber optic,Mailed check,0,0
16,67.67701131271636,1106.6408814536824,0,1,0,One year,Fiber optic,Mailed check,1,1
64,22.121804595169955,1421.613857339365,0,0,0,Month-to-month,Fiber optic,Mailed check,0,1
56,76.4268202064501,4247.299040878515,0,0,0,Month-to-month,Fiber optic,Credit card (automatic),1,0
54,22.856665305929596,1187.338159282328,1,0,0,Month-to-month,No,Credit card (automatic),1,1
52,78.37267175351309,4092.8428729184743,0,0,0,Month-to-month,Fiber optic,Bank transfer (automatic),1,0
55,98.04108624936782,5296.355710473997,0,1,1,Month-to-month,DSL,Mailed check,0,1
8,76.49917487019187,598.9634075301718,0,0,0,Month-to-month,Fiber optic,Electronic check,0,0
21,117.70218045616971,2478.500205757098,1,1,0,Month-to-month,Fiber optic,Mailed check,1,1
12,63.58665001804331,849.923419361886,0,1,0,Month-to-month,DSL,Electronic check,0,1
47,92.88274636039874,4366.013136930903,0,0,1,Month-to-month,Fiber optic,Bank transfer (automatic),1,1
17,84.72132917419074,1425.2030280873116,0,0,0,Month-to-month,Fiber optic,Mailed check,1,0
39,117.14316915580879,4582.8116396428195,0,0,1,Two year,Fiber optic,Electronic check,1,0
16,89.32190050771051,1393.3233703388319,0,0,1,Two year,No,Mailed check,1,0
14,34.40307314593894,470.69621221323126,0,1,0,Two year,No,Mailed check,0,0
14,113.55177064172409,1591.1898903900264,0,1,0,Month-to-month,DSL,Bank transfer (automatic),0,1
62,84.77772264457613,5287.694421857066,1,1,0,One year,Fiber optic,Electronic check,1,0
38,23.933823080638987,875.8352675500548,0,1,1,Two year,Fiber optic,Electronic check,1,0
12,83.75683057846125,1004.7957753963844,0,0,1,Month-to-month,DSL,Credit card (automatic),1,1
31,106.3119406674775,3206.1193846238593,0,0,1,One year,DSL,Electronic check,0,0
8,75.7041861990025,631.4675155506525,0,1,0,Month-to-month,DSL,Mailed check,1,0
39,53.40196380320112,2071.154587764501,0,1,0,Month-to-month,DSL,Bank transfer (automatic),1,0
19,100.09096340706161,1995.9441469329959,0,1,0,Month-to-month,No,Credit card (automatic),0,0
62,96.25120082058294,5985.141218429432,0,0,0,One year,DSL,Credit card (automatic),0,0
43,72.41821542313008,3070.633684492612,0,0,0,Two year,DSL,Mailed check,0,0
37,33.43617698959004,1182.454255504272,1,1,0,Month-to-month,DSL,Bank transfer (automatic),1,1
59,43.09864855231814,2575.905261148633,0,0,0,Two year,Fiber optic,Credit card (automatic),0,0
70,91.84839721861057,6519.209371992261,0,1,0,Month-to-month,DSL,Bank transfer (automatic),1,0
47,98.60821653949274,4709.094365214146,0,1,0,Month-to-month,DSL,Electronic check,1,0
17,45.92652780409898,720.1164102931189,0,0,1,One year,Fiber optic,Credit card (automatic),1,0
15,54.798507718678664,832.142290929655,0,0,0,Month-to-month,DSL,Credit card (automatic),0,0
54,25.763188524979512,1447.5631932999459,0,1,1,Month-to-month,Fiber optic,Bank transfer (automatic),0,1
38,89.34619483664999,3328.097418182326,0,0,0,Month-to-month,Fiber optic,Credit card (automatic),0,0
67,18.357754460003136,1281.8379108084162,0,0,0,One year,DSL,Electronic check,0,0
58,22.654152121906808,1278.8014257764487,0,0,0,Month-to-month,DSL,Credit card (automatic),0,0
61,18.43440677840899,1113.725166694814,0,0,0,Two year,DSL,Mailed check,0,0
12,82.53195833376168,1004.2151202234622,0,0,0,One year,No,Credit card (automatic),1,0
5,59.738712770054654,352.10934068456635,0,0,1,Month-to-month,DSL,Mailed check,0,0
59,47.754676134333025,2894.1212334014363,0,1,0,Month-to-month,No,Credit card (automatic),1,0
13,109.27010103571104,1404.364649736011,0,1,0,Two year,No,Credit card (automatic),0,0
53,37.28027946766066,1951.8728244960519,1,1,0,One year,Fiber optic,Credit card (automatic),0,0
3,56.936801038140054,143.4989846785444,0,1,0,One year,Fiber optic,Bank transfer (automatic),1,0
38,112.03118009277517,4296.1640558336085,0,0,0,One year,Fiber optic,Credit card (automatic),1,0
71,60.71065628370424,4360.234385974762,0,1,0,Month-to-month,Fiber optic,Credit card (automatic),0,1
24,73.46936856470577,1807.9855373496719,0,0,0,One year,Fiber optic,Electronic check,1,0
31,26.03368665694876,820.5337523601057,0,1,0,One year,Fiber optic,Electronic check,1,0
58,97.01663868934622,5645.387395426893,0,1,0,Month-to-month,DSL,Mailed check,1,0
62,60.27587770882381,3725.585977083087,1,0,0,Two year,Fiber optic,Bank transfer (automatic),0,0
37,98.05151245984834,3621.050723909867,0,0,0,Month-to-month,Fiber optic,Electronic check,0,1
52,43.37976425559921,2298.44641831506,0,1,0,Month-to-month,DSL,Electronic check,0,1
66,60.247875056141005,3989.5743509710633,0,0,1,Month-to-month,No,Bank transfer (automatic),0,0
27,96.65489363650103,2586.023824959182,1,0,0,One year,DSL,Mailed check,0,0
2,115.38777670436397,285.7418839817702,0,0,0,Month-to-month,No,Credit card (automatic),1,0
21,23.96255243872689,472.8218229871727,0,0,0,Month-to-month,Fiber optic,Credit card (automatic),1,1
37,99.24561774189043,3679.3727455533067,0,1,1,Two year,Fiber optic,Credit card (automatic),1,0
71,48.06890676271102,3350.8913186717173,0,0,1,Month-to-month,No,Electronic check,0,1
71,73.07432808910721,5140.98724774666,0,1,0,Month-to-month,No,Electronic check,0,0
61,47.00922649507479,2868.5180849641624,0,1,0,Month-to-month,Fiber optic,Bank transfer (automatic),0,1
56,79.34454725679902,4408.482485358695,0,1,0,Month-to-month,Fiber optic,Bank transfer (automatic),1,1
5,53.38028306439755,255.44388237050566,0,1,0,Month-to-month,DSL,Credit card (automatic),1,0
31,51.36148909776815,1652.869661080158,1,1,0,Month-to-month,Fiber optic,Credit card (automatic),0,0
9,21.793831293593552,189.90666372288678,1,1,0,Month-to-month,No,Credit card (automatic),0,0
2,32.69604059038115,110.38454288862025,0,1,0,Two year,DSL,Electronic check,1,0
58,109.70781988654788,6324.017927743638,0,0,0,Month-to-month,DSL,Credit card (automatic),1,0
48,117.82774288732463,5683.176875290554,0,1,1,One year,Fiber optic,Electronic check,0,0
58,96.05205758696064,5521.00980364847,0,0,0,Month-to-month,Fiber optic,Credit card (automatic),0,0
30,46.68126247734868,1387.9488250613294,0,0,0,Month-to-month,Fiber optic,Bank transfer (automatic),0,1
68,58.244513844359254,3990.101641884813,0,1,0,Month-to-month,Fiber optic,Bank transfer (automatic),1,0
61,91.95034549060827,5609.608936379874,0,1,1,Month-to-month,Fiber optic,Electronic check,0,1
51,114.85135568831981,5904.534176239431,0,1,0,Month-to-month,Fiber optic,Credit card (automatic),1,0
40,63.54711707293676,2575.2603946873296,0,0,0,Month-to-month,Fiber optic,Credit card (automatic),1,1
30,100.95224152883746,3013.1469883981863,0,0,1,Two year,No,Bank transfer (automatic),0,0
21,115.50689225987169,2490.4921560978537,0,0,0,One year,No,Electronic check,0,0
3,105.34731710560042,337.8572048566408,0,1,0,Month-to-month,Fiber optic,Bank transfer (automatic),0,1
12,40.714974677132695,476.3952349785035,1,0,0,Month-to-month,DSL,Electronic check,0,0
44,18.80318638756229,834.6285100674279,0,1,1,Month-to-month,Fiber optic,Electronic check,1,1
41,67.20817053884151,2760.0809046353183,0,0,1,Month-to-month,No,Bank transfer (automatic),0,1
48,71.13608316952669,3424.611608457941,0,1,1,One year,Fiber optic,Mailed check,0,0
19,38.12503645511696,717.2877264000022,0,1,1,Two year,No,Credit card (automatic),0,0
53,46.467439194681766,2481.4006631333996,0,1,0,Month-to-month,Fiber optic,Electronic check,0,0
35,94.51531608485469,3347.527048145526,0,0,1,Month-to-month,No,Credit card (automatic),0,0
0,65.03472587131338,21.278196075432483,0,0,0,Month-to-month,DSL,Credit card (automatic),0,0
14,49.73540836002566,715.8721403500637,1,0,1,One year,Fiber optic,Credit card (automatic),1,0
16,80.26260273619195,1279.167690810218,1,0,0,Month-to-month,Fiber optic,Credit card (automatic),0,0
23,83.27597559761253,1871.0433243336297,0,0,1,Two year,No,Mailed check,0,0
57,94.93957768408022,5355.088706252636,0,1,0,One year,Fiber optic,Mailed check,0,0
71,33.67092957629191,2355.2571830846646,0,1,0,Two year,DSL,Credit card (automatic),0,0
22,92.15172523269902,2006.4377568189916,0,1,0,Month-to-month,No,Bank transfer (automatic),1,0
45,77.94283921104186,3591.017333982614,0,1,0,One year,Fiber optic,Credit card (automatic),0,1
71,23.75718653027971,1749.343320923526,0,0,0,One year,DSL,Electronic check,1,0
7,95.7445628253411,640.5461280485406,0,0,1,One year,Fiber optic,Credit card (automatic),1,0
58,56.30802813331851,3288.3507458772615,0,1,0,Month-to-month,Fiber optic,Mailed check,1,1
58,51.038093432963755,2956.8283087083705,0,1,1,Two year,Fiber optic,Electronic check,1,0
12,62.80751515816343,765.489720128715,0,0,1,Two year,No,Electronic check,1,0
38,52.61750773061291,1972.034261759824,0,0,0,Month-to-month,Fiber optic,Mailed check,1,0
